category,answer,pred,response
railway_and_automotive_engineering,B,A,A
railway_and_automotive_engineering,B,C,C
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,C,C,C
law,C,C,C
law,C,D,D
law,C,C,C
law,A,A,A
information_technology,B,B,B
information_technology,D,A,A
information_technology,D,D,D
information_technology,C,C,C
aviation_engineering_and_maintenance,D,C,C
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,D,D,D
fashion,A,C,C
fashion,C,A,A
fashion,B,B,B
fashion,A,A,A
social_welfare,D,D,D
social_welfare,B,B,B
social_welfare,B,B,B
social_welfare,D,C,C
railway_and_automotive_engineering,B,B,B
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,C,D,D
railway_and_automotive_engineering,B,B,B
nondestructive_testing,C,C,C
nondestructive_testing,C,C,C
nondestructive_testing,D,D,D
nondestructive_testing,B,D,D
information_technology,B,B,B
information_technology,D,D,D
information_technology,C,C,C
information_technology,C,C,C
law,B,D,D
law,D,D,D
law,A,C,C
law,A,B,B
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,A,A,A
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,C,C,C
fashion,D,B,B
fashion,C,B,B
fashion,B,B,B
fashion,D,C,C
social_welfare,D,A,A
social_welfare,D,D,D
social_welfare,D,D,D
social_welfare,C,C,C
nondestructive_testing,C,C,C
nondestructive_testing,C,C,C
nondestructive_testing,D,D,D
nondestructive_testing,B,C,C
information_technology,C,C,C
information_technology,D,A,A
information_technology,C,C,C
information_technology,C,C,C
law,C,C,C
law,B,B,B
law,D,C,C
law,A,D,D
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,D,D,D
fashion,C,C,C
fashion,D,D,D
fashion,C,C,C
fashion,D,D,D
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,C,B,B
railway_and_automotive_engineering,B,B,B
social_welfare,C,C,C
social_welfare,C,C,C
social_welfare,C,B,B
social_welfare,C,B,B
nondestructive_testing,C,C,C
nondestructive_testing,B,A,A
nondestructive_testing,B,C,C
nondestructive_testing,C,D,D
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,B,D,D
information_technology,B,B,B
information_technology,C,D,D
information_technology,C,C,C
information_technology,B,B,B
law,C,C,C
law,B,B,B
law,C,B,B
law,D,D,D
machine_design_and_manufacturing,D,D,D
machine_design_and_manufacturing,A,C,C
machine_design_and_manufacturing,A,B,B
machine_design_and_manufacturing,C,C,C
refrigerating_machinery,C,C,C
refrigerating_machinery,D,B,B
refrigerating_machinery,D,B,B
refrigerating_machinery,A,B,B
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,D,C,C
social_welfare,D,D,D
social_welfare,D,C,C
social_welfare,C,C,C
social_welfare,A,A,A
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,C,A,A
fashion,A,A,A
fashion,C,C,C
fashion,C,C,C
fashion,C,C,C
nondestructive_testing,D,D,D
nondestructive_testing,B,B,B
nondestructive_testing,B,B,B
nondestructive_testing,C,C,C
patent,A,B,B
patent,A,A,A
patent,A,C,C
patent,A,B,B
law,B,B,B
law,D,D,D
law,D,D,D
law,B,D,D
information_technology,C,C,C
information_technology,B,B,B
information_technology,C,C,C
information_technology,D,D,D
machine_design_and_manufacturing,C,C,C
machine_design_and_manufacturing,A,A,A
machine_design_and_manufacturing,C,B,B
machine_design_and_manufacturing,D,D,D
fashion,B,B,B
fashion,C,C,C
fashion,D,B,B
fashion,B,B,B
railway_and_automotive_engineering,B,B,B
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,A,B,B
railway_and_automotive_engineering,A,A,A
social_welfare,D,B,B
social_welfare,D,D,D
social_welfare,B,B,B
social_welfare,B,C,C
nondestructive_testing,C,C,C
nondestructive_testing,D,C,C
nondestructive_testing,D,D,D
nondestructive_testing,D,D,D
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,D,D,D
refrigerating_machinery,C,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,D,D,D
refrigerating_machinery,D,C,C
law,D,A,A
law,C,C,C
law,A,B,B
law,B,A,A
information_technology,B,B,B
information_technology,D,D,D
information_technology,C,C,C
information_technology,D,D,D
patent,A,D,D
patent,A,D,D
patent,A,B,B
electrical_engineering,B,B,B
fashion,C,B,B
fashion,C,C,C
fashion,D,B,B
fashion,B,D,D
social_welfare,B,B,B
social_welfare,B,C,C
social_welfare,B,B,B
social_welfare,B,B,B
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,D,B,B
aviation_engineering_and_maintenance,C,C,C
railway_and_automotive_engineering,A,B,B
railway_and_automotive_engineering,B,A,A
railway_and_automotive_engineering,D,A,A
railway_and_automotive_engineering,C,C,C
nondestructive_testing,C,C,C
nondestructive_testing,C,D,D
nondestructive_testing,B,B,B
nondestructive_testing,C,C,C
refrigerating_machinery,A,A,A
refrigerating_machinery,A,A,A
refrigerating_machinery,B,B,B
refrigerating_machinery,C,C,C
machine_design_and_manufacturing,D,D,D
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,D,D,D
information_technology,D,C,C
information_technology,B,B,B
information_technology,C,C,C
information_technology,C,C,C
electrical_engineering,D,B,B
electrical_engineering,B,C,C
electrical_engineering,D,B,B
electrical_engineering,B,C,C
law,A,D,D
law,A,A,A
law,A,C,C
law,D,B,B
fashion,A,D,D
fashion,C,C,C
fashion,B,B,B
fashion,C,C,C
social_welfare,B,B,B
social_welfare,D,A,A
social_welfare,A,B,B
social_welfare,C,C,C
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,C,A,A
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,C,C,C
refrigerating_machinery,A,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,D,D,D
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,D,C,C
machine_design_and_manufacturing,C,B,B
machine_design_and_manufacturing,A,A,A
information_technology,B,B,B
information_technology,C,C,C
information_technology,C,C,C
information_technology,B,B,B
railway_and_automotive_engineering,B,B,B
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,B,B,B
railway_and_automotive_engineering,B,B,B
law,A,D,D
law,C,A,A
law,B,B,B
law,D,D,D
fashion,C,C,C
fashion,B,C,C
fashion,D,D,D
fashion,B,B,B
electrical_engineering,B,B,B
electrical_engineering,B,B,B
electrical_engineering,D,C,C
electrical_engineering,D,C,C
social_welfare,D,B,B
social_welfare,D,D,D
social_welfare,C,C,C
social_welfare,C,B,B
machine_design_and_manufacturing,B,A,A
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,D,D,D
machine_design_and_manufacturing,C,C,C
refrigerating_machinery,D,D,D
refrigerating_machinery,B,D,D
refrigerating_machinery,D,D,D
refrigerating_machinery,D,C,C
aviation_engineering_and_maintenance,A,B,B
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,B,B,B
information_technology,D,D,D
information_technology,B,B,B
information_technology,B,B,B
information_technology,C,C,C
railway_and_automotive_engineering,B,B,B
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,A,C,C
railway_and_automotive_engineering,D,D,D
law,A,A,A
law,C,C,C
law,A,B,B
law,D,D,D
fashion,D,D,D
fashion,D,D,D
fashion,B,B,B
fashion,D,D,D
electrical_engineering,D,D,D
electrical_engineering,D,C,C
electrical_engineering,B,C,C
electrical_engineering,B,B,B
refrigerating_machinery,C,C,C
refrigerating_machinery,C,C,C
refrigerating_machinery,B,B,B
refrigerating_machinery,D,A,A
social_welfare,D,D,D
social_welfare,C,C,C
social_welfare,B,B,B
social_welfare,D,D,D
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,C,B,B
machine_design_and_manufacturing,D,D,D
aviation_engineering_and_maintenance,A,A,A
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,D,D,D
aviation_engineering_and_maintenance,C,C,C
information_technology,B,B,B
information_technology,C,A,A
information_technology,D,D,D
information_technology,C,C,C
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,B,B,B
law,D,D,D
law,C,C,C
law,D,D,D
law,D,D,D
fashion,B,B,B
fashion,D,D,D
fashion,C,C,C
fashion,B,B,B
electrical_engineering,B,B,B
electrical_engineering,C,B,B
electrical_engineering,C,C,C
electrical_engineering,C,B,B
information_technology,D,D,D
information_technology,D,D,D
information_technology,D,D,D
information_technology,D,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,C,D,D
refrigerating_machinery,C,C,C
refrigerating_machinery,D,D,D
social_welfare,C,C,C
social_welfare,C,C,C
social_welfare,B,B,B
social_welfare,B,B,B
machine_design_and_manufacturing,B,C,C
machine_design_and_manufacturing,C,C,C
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,B,B,B
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,C,C,C
railway_and_automotive_engineering,C,D,D
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,C,A,A
fashion,D,D,D
fashion,D,D,D
fashion,D,D,D
fashion,B,B,B
electrical_engineering,B,C,C
electrical_engineering,B,B,B
electrical_engineering,B,B,B
electrical_engineering,B,B,B
law,B,B,B
law,B,B,B
law,A,A,A
law,B,B,B
information_technology,D,D,D
information_technology,D,D,D
information_technology,C,C,C
information_technology,B,B,B
social_welfare,D,D,D
social_welfare,B,C,C
social_welfare,D,D,D
social_welfare,C,D,D
refrigerating_machinery,A,A,A
refrigerating_machinery,A,A,A
refrigerating_machinery,C,B,B
refrigerating_machinery,A,A,A
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,C,C,C
fashion,B,B,B
fashion,B,B,B
fashion,C,A,A
fashion,B,B,B
railway_and_automotive_engineering,B,B,B
railway_and_automotive_engineering,B,B,B
railway_and_automotive_engineering,A,A,A
railway_and_automotive_engineering,D,D,D
electrical_engineering,B,B,B
electrical_engineering,D,C,C
electrical_engineering,C,B,B
electrical_engineering,C,C,C
information_technology,D,D,D
information_technology,C,C,C
information_technology,D,D,D
information_technology,D,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,A,B,B
refrigerating_machinery,D,D,D
machine_design_and_manufacturing,C,C,C
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,D,D,D
machine_design_and_manufacturing,B,B,B
law,C,B,B
law,D,C,C
law,A,A,A
law,B,C,C
fashion,D,D,D
fashion,C,C,C
fashion,C,A,A
fashion,C,C,C
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,C,D,D
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,C,C,C
social_welfare,A,A,A
social_welfare,B,B,B
social_welfare,B,B,B
social_welfare,D,D,D
refrigerating_machinery,D,D,D
refrigerating_machinery,C,C,C
refrigerating_machinery,C,A,A
refrigerating_machinery,A,D,D
electrical_engineering,B,B,B
electrical_engineering,B,C,C
electrical_engineering,D,B,B
electrical_engineering,D,D,D
information_technology,B,B,B
information_technology,B,B,B
information_technology,C,C,C
information_technology,D,D,D
machine_design_and_manufacturing,C,C,C
machine_design_and_manufacturing,C,C,C
machine_design_and_manufacturing,D,B,B
machine_design_and_manufacturing,C,C,C
fashion,D,D,D
fashion,D,D,D
fashion,C,B,B
fashion,C,C,C
law,B,C,C
law,B,B,B
law,C,C,C
law,D,C,C
railway_and_automotive_engineering,D,B,B
railway_and_automotive_engineering,B,C,C
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,D,B,B
social_welfare,B,B,B
social_welfare,C,C,C
social_welfare,C,C,C
social_welfare,D,A,A
refrigerating_machinery,D,D,D
refrigerating_machinery,A,A,A
refrigerating_machinery,D,B,B
refrigerating_machinery,B,B,B
electrical_engineering,B,B,B
electrical_engineering,D,D,D
electrical_engineering,C,C,C
electrical_engineering,D,D,D
information_technology,D,D,D
information_technology,C,C,C
information_technology,A,A,A
information_technology,D,D,D
machine_design_and_manufacturing,A,B,B
machine_design_and_manufacturing,B,D,D
machine_design_and_manufacturing,D,D,D
machine_design_and_manufacturing,C,C,C
fashion,B,B,B
fashion,A,B,B
fashion,D,C,C
fashion,C,D,D
law,D,D,D
law,D,D,D
law,B,B,B
law,A,B,B
social_welfare,B,B,B
social_welfare,B,C,C
social_welfare,C,C,C
social_welfare,B,B,B
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,B,B,B
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,B,C,C
electrical_engineering,C,C,C
electrical_engineering,B,B,B
electrical_engineering,B,B,B
electrical_engineering,D,D,D
refrigerating_machinery,C,C,C
refrigerating_machinery,B,A,A
refrigerating_machinery,D,D,D
refrigerating_machinery,C,B,B
machine_design_and_manufacturing,D,D,D
machine_design_and_manufacturing,C,C,C
machine_design_and_manufacturing,B,B,B
machine_design_and_manufacturing,D,C,C
information_technology,A,D,D
information_technology,D,D,D
information_technology,D,D,D
information_technology,D,D,D
fashion,A,D,D
fashion,B,B,B
fashion,B,B,B
fashion,D,D,D
social_welfare,C,D,D
social_welfare,B,B,B
social_welfare,B,D,D
social_welfare,B,C,C
law,A,A,A
law,C,C,C
law,A,A,A
law,C,C,C
refrigerating_machinery,D,D,D
refrigerating_machinery,A,A,A
refrigerating_machinery,B,B,B
refrigerating_machinery,C,C,C
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,C,A,A
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,A,C,C
electrical_engineering,D,D,D
electrical_engineering,C,B,B
electrical_engineering,B,D,D
electrical_engineering,C,C,C
machine_design_and_manufacturing,B,A,A
machine_design_and_manufacturing,D,D,D
machine_design_and_manufacturing,D,D,D
machine_design_and_manufacturing,C,B,B
information_technology,B,B,B
information_technology,D,D,D
information_technology,B,B,B
information_technology,B,B,B
fashion,D,D,D
fashion,C,C,C
fashion,B,B,B
fashion,B,B,B
refrigerating_machinery,D,B,B
refrigerating_machinery,C,C,C
refrigerating_machinery,D,D,D
refrigerating_machinery,A,C,C
social_welfare,D,C,C
social_welfare,C,C,C
social_welfare,C,C,C
social_welfare,A,B,B
law,C,A,A
law,C,C,C
law,D,D,D
law,D,D,D
information_technology,D,D,D
information_technology,C,C,C
information_technology,D,C,C
information_technology,D,D,D
fashion,A,B,B
fashion,A,A,A
fashion,A,A,A
fashion,B,B,B
refrigerating_machinery,D,B,B
refrigerating_machinery,B,A,A
refrigerating_machinery,A,A,A
refrigerating_machinery,D,D,D
law,D,C,C
law,B,B,B
law,A,A,A
law,D,D,D
social_welfare,A,A,A
social_welfare,B,B,B
social_welfare,D,D,D
social_welfare,C,C,C
information_technology,C,C,C
information_technology,D,D,D
information_technology,C,C,C
information_technology,D,D,D
fashion,B,C,C
fashion,A,A,A
fashion,C,D,D
fashion,B,B,B
social_welfare,C,B,B
social_welfare,B,B,B
social_welfare,D,D,D
social_welfare,B,C,C
law,A,B,B
law,D,D,D
law,B,B,B
law,C,C,C
refrigerating_machinery,C,B,B
refrigerating_machinery,A,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,C,D,D
information_technology,B,B,B
information_technology,C,C,C
information_technology,D,D,D
information_technology,C,C,C
fashion,C,C,C
fashion,D,D,D
fashion,D,C,C
fashion,C,C,C
social_welfare,D,B,B
social_welfare,B,D,D
social_welfare,B,B,B
social_welfare,B,B,B
law,C,C,C
law,B,B,B
law,B,B,B
law,D,D,D
refrigerating_machinery,D,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,D,D,D
information_technology,D,D,D
information_technology,D,D,D
information_technology,D,D,D
information_technology,C,C,C
fashion,C,D,D
fashion,D,D,D
fashion,C,C,C
fashion,D,D,D
social_welfare,B,B,B
social_welfare,B,B,B
social_welfare,C,C,C
social_welfare,D,D,D
refrigerating_machinery,A,A,A
refrigerating_machinery,D,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,D,D,D
law,B,B,B
law,A,B,B
law,C,C,C
law,A,A,A
information_technology,B,B,B
information_technology,C,C,C
information_technology,D,D,D
information_technology,D,D,D
fashion,B,B,B
fashion,B,B,B
fashion,D,D,D
fashion,C,C,C
refrigerating_machinery,B,B,B
refrigerating_machinery,C,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,A,A,A
information_technology,C,C,C
information_technology,B,B,B
information_technology,D,D,D
information_technology,D,D,D
social_welfare,D,C,C
social_welfare,C,A,A
social_welfare,D,C,C
social_welfare,D,C,C
fashion,D,D,D
fashion,A,B,B
fashion,B,B,B
fashion,D,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,B,D,D
refrigerating_machinery,C,C,C
refrigerating_machinery,C,C,C
information_technology,B,B,B
information_technology,D,D,D
information_technology,A,A,A
information_technology,C,C,C
fashion,D,D,D
fashion,C,C,C
fashion,D,D,D
fashion,D,D,D
social_welfare,C,C,C
social_welfare,D,D,D
social_welfare,D,D,D
social_welfare,D,D,D
refrigerating_machinery,D,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,C,C,C
refrigerating_machinery,D,B,B
information_technology,D,D,D
information_technology,C,C,C
information_technology,C,C,C
information_technology,C,C,C
fashion,B,C,C
fashion,B,C,C
fashion,C,A,A
fashion,B,B,B
social_welfare,C,B,B
social_welfare,B,B,B
social_welfare,D,D,D
social_welfare,D,D,D
refrigerating_machinery,D,B,B
refrigerating_machinery,A,B,B
refrigerating_machinery,D,B,B
refrigerating_machinery,D,D,D
fashion,C,C,C
fashion,C,C,C
fashion,C,C,C
fashion,B,B,B
refrigerating_machinery,D,B,B
refrigerating_machinery,A,B,B
refrigerating_machinery,A,A,A
refrigerating_machinery,D,D,D
fashion,B,B,B
fashion,C,C,C
fashion,D,B,B
fashion,C,C,C
refrigerating_machinery,B,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,A,A,A
refrigerating_machinery,D,D,D
fashion,D,D,D
fashion,B,A,A
fashion,C,C,C
fashion,B,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,C,C,C
refrigerating_machinery,C,C,C
refrigerating_machinery,B,B,B
fashion,C,B,B
fashion,B,B,B
fashion,A,D,D
fashion,C,C,C
refrigerating_machinery,D,A,A
refrigerating_machinery,C,C,C
refrigerating_machinery,C,C,C
refrigerating_machinery,A,B,B
fashion,A,B,B
fashion,B,C,C
fashion,C,C,C
fashion,B,B,B
refrigerating_machinery,C,C,C
refrigerating_machinery,B,B,B
refrigerating_machinery,C,D,D
refrigerating_machinery,A,A,A
fashion,C,D,D
fashion,C,B,B
fashion,A,B,B
fashion,C,C,C
refrigerating_machinery,D,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,A,A,A
refrigerating_machinery,A,A,A
fashion,A,A,A
fashion,B,B,B
fashion,B,B,B
fashion,C,B,B
refrigerating_machinery,C,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,A,A,A
fashion,C,D,D
fashion,C,C,C
fashion,B,A,A
fashion,D,D,D
refrigerating_machinery,A,C,C
refrigerating_machinery,C,C,C
refrigerating_machinery,D,C,C
refrigerating_machinery,C,C,C
fashion,A,A,A
fashion,B,B,B
fashion,B,B,B
fashion,B,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,C,B,B
fashion,B,C,C
fashion,C,B,B
fashion,B,B,B
fashion,D,A,A
refrigerating_machinery,C,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,A,A,A
refrigerating_machinery,B,D,D
fashion,B,B,B
fashion,C,C,C
fashion,D,D,D
fashion,B,B,B
refrigerating_machinery,C,C,C
refrigerating_machinery,A,A,A
refrigerating_machinery,C,C,C
refrigerating_machinery,C,C,C
fashion,A,B,B
fashion,C,B,B
fashion,B,B,B
fashion,D,C,C
refrigerating_machinery,D,B,B
refrigerating_machinery,C,C,C
refrigerating_machinery,C,C,C
refrigerating_machinery,B,B,B
fashion,A,A,A
fashion,B,C,C
fashion,D,D,D
fashion,D,D,D
refrigerating_machinery,D,C,C
refrigerating_machinery,A,A,A
refrigerating_machinery,B,B,B
refrigerating_machinery,D,B,B
fashion,A,A,A
fashion,D,D,D
fashion,A,C,C
fashion,C,C,C
refrigerating_machinery,B,A,A
refrigerating_machinery,B,B,B
refrigerating_machinery,C,C,C
refrigerating_machinery,D,D,D
fashion,A,A,A
fashion,A,A,A
fashion,B,B,B
fashion,C,C,C
refrigerating_machinery,B,C,C
refrigerating_machinery,D,C,C
refrigerating_machinery,C,B,B
refrigerating_machinery,D,D,D
fashion,C,B,B
fashion,C,C,C
fashion,D,D,D
fashion,A,A,A
refrigerating_machinery,D,B,B
refrigerating_machinery,A,D,D
refrigerating_machinery,A,A,A
refrigerating_machinery,B,B,B
refrigerating_machinery,A,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,D,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,B,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,C,C,C
refrigerating_machinery,C,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,C,C,C
refrigerating_machinery,C,C,C
refrigerating_machinery,B,B,B
refrigerating_machinery,B,C,C
refrigerating_machinery,B,B,B
refrigerating_machinery,C,C,C
refrigerating_machinery,B,A,A
refrigerating_machinery,C,A,A
refrigerating_machinery,B,B,B
refrigerating_machinery,A,A,A
refrigerating_machinery,D,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,C,C,C
refrigerating_machinery,A,B,B
refrigerating_machinery,A,B,B
refrigerating_machinery,D,B,B
refrigerating_machinery,C,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,D,B,B
refrigerating_machinery,C,C,C
refrigerating_machinery,A,A,A
refrigerating_machinery,D,D,D
refrigerating_machinery,C,C,C
refrigerating_machinery,B,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,D,D,D
refrigerating_machinery,D,A,A
refrigerating_machinery,B,B,B
refrigerating_machinery,C,C,C
refrigerating_machinery,A,B,B
refrigerating_machinery,A,A,A
nondestructive_testing,A,B,B
nondestructive_testing,C,C,C
nondestructive_testing,D,A,A
nondestructive_testing,D,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,C,B,B
refrigerating_machinery,A,D,D
refrigerating_machinery,A,A,A
refrigerating_machinery,A,A,A
refrigerating_machinery,C,C,C
refrigerating_machinery,C,B,B
refrigerating_machinery,D,A,A
nondestructive_testing,B,B,B
nondestructive_testing,C,B,B
nondestructive_testing,C,C,C
nondestructive_testing,C,C,C
refrigerating_machinery,D,D,D
refrigerating_machinery,C,C,C
refrigerating_machinery,A,D,D
refrigerating_machinery,D,D,D
nondestructive_testing,B,B,B
nondestructive_testing,B,B,B
nondestructive_testing,D,D,D
nondestructive_testing,D,D,D
refrigerating_machinery,B,B,B
refrigerating_machinery,A,A,A
refrigerating_machinery,D,D,D
refrigerating_machinery,D,A,A
nondestructive_testing,C,C,C
nondestructive_testing,D,D,D
nondestructive_testing,C,C,C
nondestructive_testing,D,D,D
refrigerating_machinery,A,C,C
refrigerating_machinery,B,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,D,D,D
aviation_engineering_and_maintenance,A,A,A
aviation_engineering_and_maintenance,C,C,C
aviation_engineering_and_maintenance,D,A,A
aviation_engineering_and_maintenance,A,C,C
nondestructive_testing,B,B,B
nondestructive_testing,B,A,A
nondestructive_testing,B,B,B
nondestructive_testing,C,C,C
refrigerating_machinery,C,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,C,B,B
refrigerating_machinery,D,D,D
refrigerating_machinery,B,A,A
refrigerating_machinery,B,B,B
refrigerating_machinery,A,A,A
refrigerating_machinery,D,D,D
aviation_engineering_and_maintenance,A,A,A
aviation_engineering_and_maintenance,B,B,B
aviation_engineering_and_maintenance,A,A,A
aviation_engineering_and_maintenance,C,C,C
railway_and_automotive_engineering,D,D,D
railway_and_automotive_engineering,B,A,A
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,B,B,B
electrical_engineering,B,B,B
electrical_engineering,B,C,C
electrical_engineering,B,C,C
electrical_engineering,B,B,B
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,B,A,A
railway_and_automotive_engineering,C,B,B
railway_and_automotive_engineering,A,A,A
railway_and_automotive_engineering,A,D,D
railway_and_automotive_engineering,B,B,B
railway_and_automotive_engineering,A,A,A
railway_and_automotive_engineering,B,B,B
railway_and_automotive_engineering,C,C,C
railway_and_automotive_engineering,B,C,C
railway_and_automotive_engineering,B,B,B
railway_and_automotive_engineering,C,A,A
law,C,B,B
law,C,C,C
law,C,C,C
law,D,D,D
law,C,A,A
law,C,B,B
law,C,C,C
law,B,A,A
law,D,D,D
law,D,D,D
law,B,B,B
law,C,A,A
information_technology,B,B,B
information_technology,A,A,A
information_technology,B,B,B
information_technology,B,B,B
social_welfare,B,B,B
social_welfare,C,C,C
social_welfare,D,D,D
social_welfare,D,D,D
law,A,C,C
law,C,C,C
law,B,B,B
law,B,A,A
information_technology,B,B,B
information_technology,C,C,C
information_technology,B,B,B
information_technology,B,A,A
law,C,B,B
law,C,C,C
law,C,C,C
law,C,C,C
social_welfare,C,C,C
social_welfare,D,D,D
social_welfare,B,B,B
social_welfare,D,B,B
information_technology,B,B,B
information_technology,A,A,A
information_technology,B,B,B
information_technology,D,A,A
law,B,A,A
law,A,A,A
law,A,A,A
law,C,C,C
social_welfare,B,B,B
social_welfare,D,B,B
social_welfare,D,D,D
social_welfare,C,C,C
information_technology,A,A,A
information_technology,A,A,A
information_technology,C,C,C
information_technology,D,D,D
social_welfare,C,C,C
social_welfare,D,D,D
social_welfare,D,D,D
social_welfare,C,C,C
information_technology,C,D,D
information_technology,D,A,A
information_technology,C,C,C
information_technology,D,D,D
social_welfare,B,B,B
social_welfare,B,B,B
social_welfare,A,A,A
social_welfare,C,C,C
information_technology,B,B,B
information_technology,B,B,B
information_technology,D,D,D
information_technology,B,B,B
social_welfare,B,B,B
social_welfare,B,B,B
social_welfare,C,C,C
social_welfare,B,B,B
fashion,D,D,D
fashion,B,B,B
fashion,C,C,C
fashion,D,B,B
nondestructive_testing,C,C,C
nondestructive_testing,C,D,D
nondestructive_testing,C,A,A
nondestructive_testing,D,C,C
refrigerating_machinery,A,B,B
refrigerating_machinery,B,B,B
refrigerating_machinery,D,D,D
